"","FIPS","est_total","min","max","no.biz","latitude","longitude","Name","State","average_per_business","pop.2019","dollar_per_cap"
"63",1125,263889612.17,188964612.17,338814612.17,2640,33.2683929203093,-87.5365309063303,"Tuscaloosa","AL",99958.1864280303,209355,1260.48870182226
"64",1127,53974537.54,40874537.54,67074537.54,713,33.8213071014694,-87.2881307332155,"Walker","AL",75700.6136605891,63521,849.711710143102
"65",1129,6462173.51,5137173.51,7787173.51,126,31.3986685559755,-88.1960821424637,"Washington","AL",51287.0913492063,16326,395.820991669729
"66",1131,7506631.94,5581631.94,9431631.94,140,31.9995639997194,-87.398560617409,"Wilcox","AL",53618.7995714286,10373,723.670292104502
"67",1133,19233912.26,13833912.26,24633912.26,263,34.1497645173116,-87.4489096619676,"Winston","AL",73132.7462357414,23629,813.996032841001
"68",2013,748710.92,748710.92,748710.92,17,55.3347398638318,-161.935659873754,"Aleutians East","AK",44041.8188235294,3337,224.366472879832
"69",2016,1336182.18,1236182.18,1436182.18,22,53.789588210481,-166.704017151027,"Aleutians West","AK",60735.5536363636,5634,237.164036208733
"70",2020,771089049.73,516314049.73,1025864049.73,4765,61.1617083319292,-149.022940652101,"Anchorage","AK",161823.515158447,288000,2677.39253378472
"71",2050,1702048.65,1702048.65,1702048.65,38,60.6333867425015,-161.392773523985,"Bethel","AK",44790.7539473684,18386,92.5730800609159
"72",2060,834973.33,834973.33,834973.33,25,58.7515123714625,-156.914420040966,"Bristol Bay","AK",33398.9332,836,998.771925837321
"73",2068,2260974.46,2260974.46,2260974.46,47,63.8221093955997,-150.07210884417,"Denali","AK",48105.8395744681,2097,1078.19478302337
"74",2070,1474998.85,1174998.85,1774998.85,29,60.0256963487538,-157.994346283481,"Dillingham","AK",50862.0293103448,4916,300.040449552482
"75",2090,142097101.75,101272101.75,182922101.75,1352,64.7680863884563,-146.994220569906,"Fairbanks North Star","AK",105101.406619822,96849,1467.20257049634
"76",2100,2847229.92,2647229.92,3047229.92,70,59.1581853791948,-135.336697881916,"Haines","AK",40674.7131428571,2530,1125.3873201581
"77",2105,1287508.91,1287508.91,1287508.91,36,58.7175442071342,-136.586853742352,"Hoonah ","AK",35764.1363888889,2148,599.398933891993
"78",2110,65319495.5,46394495.5,84244495.5,618,58.4984044421821,-134.271944975168,"Juneau","AK",105694.976537217,31974,2042.89408581973
"79",2122,76041097.43,58891097.43,93191097.43,1090,60.1714416768954,-151.503588455847,"Kenai Peninsula","AK",69762.474706422,58708,1295.24251260476
"80",2130,24035300.57,18460300.57,29610300.57,335,55.6238938976687,-130.975042027597,"Ketchikan Gateway","AK",71747.165880597,13901,1729.03392345874
"81",2150,15330759.52,12455759.52,18205759.52,245,57.421541353006,-153.590003404259,"Kodiak Island","AK",62574.5286530612,12998,1179.47065086936
"82",2158,119209.82,119209.82,119209.82,3,62.3050450997467,-163.55120751825,"Kusilvak","AK",39736.6066666667,8314,14.3384435891268
"83",2164,558114.04,558114.04,558114.04,18,60.3160088803841,-154.797404646011,"Lake and Peninsula","AK",31006.3355555556,1592,350.574145728643
"84",2170,108488366.42,78638366.42,138338366.42,1152,62.418158758327,-148.954309478469,"Matanuska-Susitna","AK",94173.9291840278,108317,1001.58208240627
"85",2180,1398116.33,1398116.33,1398116.33,39,65.329457647663,-165.379988590276,"Nome","AK",35849.1366666667,10004,139.755730707717
"86",2185,8831750.92,6231750.92,11431750.92,22,69.6579862323014,-155.818778768507,"North Slope","AK",401443.223636364,9832,898.265960130187
"87",2188,796621.05,596621.05,996621.05,11,67.1501549956522,-160.105180641656,"Northwest Arctic","AK",72420.0954545455,7621,104.529727069938
"88",2195,7398968.19,6273968.19,8523968.19,239,57.2897446352688,-132.961990748383,"Petersburg ","AK",30958.0258995816,3266,2265.4525995101
"89",2198,3285951.45,2535951.45,4035951.45,59,55.1556083907853,-132.756368495418,"Prince of Wales-Hyder","AK",55694.0923728814,6203,529.735845558601
"90",2220,19230226.71,14130226.71,24330226.71,268,57.3971603968264,-135.390485008659,"Sitka","AK",71754.5772761194,8493,2264.24428470505
"91",2230,3919823.34,3194823.34,4644823.34,58,59.5207835149897,-135.269713601944,"Skagway","AK",67583.1610344827,1183,3313.46013524937
"92",2240,2860378.57,2660378.57,3060378.57,60,63.9360137836546,-142.859042834937,"Southeast Fairbanks","AK",47672.9761666667,6893,414.968601479762
"93",2261,14485917.39,11410917.39,17560917.39,228,61.5974486159171,-144.341883537099,"Valdez-Cordova","AK",63534.7253947368,9202,1574.21401760487
"94",2275,1501469.83,1401469.83,1601469.83,86,56.2451684348976,-132.32183560511,"Wrangell","AK",17458.9515116279,2502,600.107845723421
"95",2282,391477.37,391477.37,391477.37,19,59.8563743813405,-139.725270612162,"Yakutat","AK",20604.0721052632,579,676.126718480138
"96",2290,578540.71,578540.71,578540.71,21,64.7231303432231,-155.784860095455,"Yukon-Koyukuk","AK",27549.5576190476,5230,110.619638623327
"97",4001,7858367.06,6633367.06,9083367.06,153,36.5967427747709,-109.523095237972,"Apache","AZ",51361.8762091503,71887,109.315551629641
"98",4003,75475657.37,54850657.37,96100657.37,907,31.8822787509781,-109.807125583969,"Cochise","AZ",83214.6167254686,125922,599.38420109274
"99",4005,162755584.09,118280584.09,207230584.09,1807,35.9096215666111,-111.78422109016,"Coconino","AZ",90069.4986662977,143476,1134.37497623296
"100",4007,25707899.46,20382899.46,31032899.46,415,33.6568911259303,-110.69023963372,"Gila","AZ",61946.745686747,54018,475.913574364101
"101",4009,29561971.06,20686971.06,38436971.06,241,32.8587943875718,-109.936142103317,"Graham","AZ",122663.78033195,38837,761.180602518217
"102",4011,417323.35,417323.35,417323.35,18,33.4315333940421,-109.271258146851,"Greenlee","AZ",23184.6305555556,9498,43.938023794483
"103",4012,13099659.2,9499659.2,16699659.2,130,33.8548724348364,-113.985599759548,"La Paz","AZ",100766.609230769,21108,620.601629713853
"104",4013,6939892733.135,4759467733.135,9120317733.135,57341,33.4913173987116,-112.748388956116,"Maricopa","AZ",121028.456656406,4485414,1547.21341957175
"105",4015,167063135.38,123463135.38,210663135.38,1846,35.5134562318389,-113.984149629242,"Mohave","AZ",90500.0733369447,212181,787.361429062923
"106",4017,56218545.28,41768545.28,70668545.28,667,35.1482213483107,-110.296956458893,"Navajo","AZ",84285.6750824588,110924,506.820393061916
"107",4019,1050169493.32,738169493.32,1362169493.32,10044,32.0215176671311,-111.614629180372,"Pima","AZ",104556.898976503,1047279,1002.76000313193
"108",4021,130530009.83,98505009.83,162555009.83,1827,32.9032554376784,-111.26982854544,"Pinal","AZ",71444.9971702244,462789,282.050804643153
"109",4023,45072008.97,31547008.97,58597008.97,493,31.5325884320062,-110.694577025129,"Santa Cruz","AZ",91423.953286004,46498,969.332207191707
"110",4025,242518090.82,180368090.82,304668090.82,3172,34.5306290000158,-112.688839357769,"Yavapai","AZ",76455.8924401009,235099,1031.55730488007
"111",4027,154006098.11,108906098.11,199106098.11,1349,32.7030864157293,-113.882224537415,"Yuma","AZ",114163.156493699,213787,720.371669512178
"112",5001,27042400.12,19267400.12,34817400.12,328,34.279325949329,-91.3177759817505,"Arkansas","AR",82446.3418292683,17486,1546.51722063365
"113",5003,21898962.72,15548962.72,28248962.72,233,33.2007607762729,-91.7804721992173,"Ashley","AR",93986.9644635193,19657,1114.05416492852
"114",5005,42929053.04,32604053.04,53254053.04,716,36.352373946562,-92.3359368222046,"Baxter","AR",59956.7779888268,41932,1023.77785557569
"115",5007,296026019.66,211751019.66,380301019.66,3537,36.3508678484852,-94.4080795142108,"Benton","AR",83694.0965959853,279141,1060.48921390982
"116",5009,36966275.71,27791275.71,46141275.71,586,36.2840801170327,-93.093616520195,"Boone","AR",63082.3817576792,37432,987.558124332122
"117",5011,9597289.43,7397289.43,11797289.43,166,33.3898694536753,-92.1699523997421,"Bradley","AR",57814.9965662651,10763,891.692783610517
"118",5013,2197667.38,1447667.38,2947667.38,34,33.5493573637763,-92.5151170588532,"Calhoun","AR",64637.2758823529,5189,423.524259009443
"119",5015,23721751.41,18321751.41,29121751.41,500,36.3536858497323,-93.4768382010596,"Carroll","AR",47443.50282,28380,835.861571881607
"120",5017,11505691.73,9130691.73,13880691.73,208,33.2465467070355,-91.2946952573242,"Chicot","AR",55315.825625,10118,1137.15079363511
"121",5019,22275886.7,16625886.7,27925886.7,295,34.0184890597669,-93.1581161528244,"Clark","AR",75511.480338983,22320,998.023597670251
"122",5021,12827869.27,10227869.27,15427869.27,276,36.3767224125134,-90.2823731947519,"Clay","AR",46477.7872101449,14551,881.579909971823
"123",5023,27529849.11,19654849.11,35404849.11,395,35.5343158242609,-92.0264361643939,"Cleburne","AR",69695.8205316456,24919,1104.77343031422
"124",5025,2708105.6,1983105.6,3433105.6,49,33.9047535146518,-92.1670719171559,"Cleveland","AR",55267.4612244898,7956,340.385319255908
"125",5027,22909494.55,17409494.55,28409494.55,304,33.2091807330516,-93.2189538896637,"Columbia","AR",75360.1794407895,23457,976.659187023064
"126",5029,21295900.25,15045900.25,27545900.25,211,35.3151115212936,-92.6763357229097,"Conway","AR",100928.437203791,20846,1021.58209008923
"127",5031,164343029.44,118768029.44,209918029.44,1937,35.8357811958875,-90.6817903204075,"Craighead","AR",84844.1039958699,110332,1489.531862379
"128",5033,58848456.64,41748456.64,75948456.64,640,35.5966134602199,-94.2698748490178,"Crawford","AR",91950.7135,63257,930.307422735824
"129",5035,35264150.19,26589150.19,43939150.19,583,35.3019217158121,-90.3358949539185,"Crittenden","AR",60487.3931217839,47955,735.359194870191
"130",5037,13194219.28,10269219.28,16119219.28,236,35.2970630738192,-90.6886621568626,"Cross","AR",55907.7088135593,16419,803.594572142031
"131",5039,6527390.17,5177390.17,7877390.17,98,33.9773911262343,-92.6837626279267,"Dallas","AR",66606.0221428571,7009,931.28694107576
"132",5041,13247186.91,11297186.91,15197186.91,330,33.823341639268,-91.2947991822128,"Desha","AR",40142.9906363636,11361,1166.02296540797
"133",5043,33947283.38,24072283.38,43822283.38,359,33.592783198163,-91.692628737036,"Drew","AR",94560.6779387187,18219,1863.29015752786
"134",5045,134088066.57,96938066.57,171238066.57,1631,35.2063341688303,-92.3097803900146,"Faulkner","AR",82212.1806069896,126007,1064.13188608569
"135",5047,12333483.6,8608483.6,16058483.6,181,35.5757618072151,-93.8627698608703,"Franklin","AR",68140.7933701657,17715,696.216968670618
"136",5049,3828879.66,3178879.66,4478879.66,92,36.3765983180396,-91.7105561387872,"Fulton","AR",41618.257173913,12477,306.875022842029
"137",5051,122673283.23,89773283.23,155573283.23,1582,34.5734308302253,-93.1848424776342,"Garland","AR",77543.1625979773,99386,1234.31150494033
"138",5053,10304156.74,7779156.74,12829156.74,174,34.2914970910228,-92.4126422101287,"Grant","AR",59219.2916091954,18265,564.147645223104
"139",5055,32436465.16,25836465.16,39036465.16,616,36.1146036485043,-90.5678481199578,"Greene","AR",52656.5992857143,45325,715.641812686156
"140",5057,16615565.56,12540565.56,20690565.56,188,33.692127614472,-93.6599683980332,"Hempstead","AR",88380.6678723404,21532,771.668472970463
"141",5059,14697962.06,10822962.06,18572962.06,255,34.289786175502,-92.8362854578605,"Hot Spring","AR",57639.0669019608,33771,435.224365876048
"142",5061,9802264.39,7177264.39,12427264.39,155,34.0422503247386,-93.9498104182739,"Howard","AR",63240.4154193548,13202,742.483289653083
"143",5063,47515996.75,34015996.75,61015996.75,501,35.7367348574172,-91.5718503822067,"Independence","AR",94842.3088822355,37825,1256.2061269002
"144",5065,6190920.01,5015920.01,7365920.01,135,36.0976691978159,-91.877183900943,"Izard","AR",45858.6667407407,13629,454.24609362389
"145",5067,11508254.85,8858254.85,14158254.85,218,35.5640335530781,-91.1952544245301,"Jackson","AR",52790.1598623853,16719,688.333922483402
"146",5069,42466287.34,32466287.34,52466287.34,691,34.2909428294315,-91.9719488848004,"Jefferson","AR",61456.2769030391,66824,635.494542978571
"147",5071,15663005.68,11263005.68,20063005.68,205,35.577200954474,-93.5091284280558,"Johnson","AR",76404.9057560976,26578,589.322209346076
"148",5073,5094853.68,3744853.68,6444853.68,62,33.1247841207317,-93.6125524087753,"Lafayette","AR",82175.0593548387,6624,769.150615942029
"149",5075,13079859.47,10304859.47,15854859.47,283,36.0217841149303,-91.1899101323833,"Lawrence","AR",46218.5846996466,16406,797.260725953919
"150",5077,8467854.98,6017854.98,10917854.98,96,34.7738431824363,-90.7197829867969,"Lee","AR",88206.8227083333,8857,956.063563283279
"151",5079,4601430.9,4001430.9,5201430.9,126,33.9316104852848,-91.7940476973309,"Lincoln","AR",36519.2928571429,13024,353.303969594595
"152",5081,7018734.44,5243734.44,8793734.44,100,33.7008944130592,-94.3201778869389,"Little River","AR",70187.3444,12259,572.537273839628
"153",5083,13390905.46,10065905.46,16715905.46,228,35.2664350627068,-93.6401464381705,"Logan","AR",58732.0414912281,21466,623.819317059536
"154",5085,42761583.69,33836583.69,51686583.69,792,34.7467880649041,-91.8886016323852,"Lonoke","AR",53991.8985984848,73309,583.306056418721
"155",5087,6554807.33,5529807.33,7579807.33,165,35.9974222355565,-93.7167184832001,"Madison","AR",39726.105030303,16576,395.439631394788
"156",5089,7434423.47,5659423.47,9209423.47,182,36.2154475436731,-92.7113213667526,"Marion","AR",40848.4806043956,16694,445.335058703726
"157",5091,28027184.73,22402184.73,33652184.73,399,33.3437328045097,-93.8767437888183,"Miller","AR",70243.5707518797,43257,647.922526527498
"158",5093,34745686.86,26270686.86,43220686.86,550,35.8425227961367,-90.094526783844,"Mississippi","AR",63173.9761090909,40651,854.731417677302
"159",5095,8908096.72,6608096.72,11208096.72,151,34.6707789124516,-91.2273648592682,"Monroe","AR",58994.018013245,6701,1329.36826145351
"160",5097,3433593.25,2583593.25,4283593.25,73,34.545125113485,-93.6601288897994,"Montgomery","AR",47035.5239726027,8986,382.104746271979
"161",5099,6265333.43,4240333.43,8290333.43,63,33.6399734359454,-93.2935294741211,"Nevada","AR",99449.736984127,8252,759.250294474067
"162",5101,1111625.83,1111625.83,1111625.83,59,35.9248918152412,-93.2162584643443,"Newton","AR",18841.1157627119,7753,143.380088997807
"163",5103,18024673.47,12649673.47,23399673.47,199,33.6357753879467,-92.9267611870422,"Ouachita","AR",90576.2485929648,23382,770.878174236592
"164",5105,2028852.67,1828852.67,2228852.67,65,34.9652426519233,-92.8699224362703,"Perry","AR",31213.118,10455,194.055731229077
"165",5107,15881166.51,11781166.51,19981166.51,259,34.4987549075476,-90.8288801549988,"Phillips","AR",61317.2452123552,17782,893.103504105275
"166",5109,6663594.36,5313594.36,8013594.36,159,34.1331174864922,-93.6470498087838,"Pike","AR",41909.398490566,10718,621.719944019407
"167",5111,16699167.02,12849167.02,20549167.02,301,35.5745217656453,-90.5057200619769,"Poinsett","AR",55478.9601993355,23528,709.757183781027
"168",5113,17897262.01,13147262.01,22647262.01,260,34.5238715965891,-94.1457115938721,"Polk","AR",68835.6231153846,19964,896.476758665598
"169",5115,69569706.06,50919706.06,88219706.06,843,35.3853908884622,-93.0519266781235,"Pope","AR",82526.341708185,64072,1085.80512642028
"170",5117,3284742.04,3184742.04,3384742.04,110,34.7808562533911,-91.5348671869507,"Prairie","AR",29861.2912727273,8062,407.435132721409
"171",5119,807257406.49,557232406.49,1057282406.49,7069,34.7664889574839,-92.2748141989086,"Pulaski","AR",114196.832153063,391911,2059.79777676564
"172",5121,10484084.1,8709084.1,12259084.1,310,36.3272963642791,-91.0128868894801,"Randolph","AR",33819.6261290323,17958,583.811343133979
"173",5123,13660763.97,11410763.97,15910763.97,303,35.027717541185,-90.845305277414,"St Francis","AR",45085.0296039604,24994,546.561733616068
"174",5125,97931978.9,73481978.9,122381978.9,1536,34.5765733932781,-92.6070878868763,"Saline","AR",63757.7987630208,122437,799.856080269853
"175",5127,2826503.02,2176503.02,3476503.02,67,34.8567348537491,-93.9753951293667,"Scott","AR",42186.612238806,10281,274.924911973543
"176",5129,5528750.87,3728750.87,7328750.87,66,35.9121069856407,-92.7508183767268,"Searcy","AR",83768.9525757576,7881,701.529104174597
"177",5131,188207041.92,131907041.92,244507041.92,1924,35.2118424316812,-94.2769839486694,"Sebastian","AR",97820.7078586279,127827,1472.35749818114
"178",5133,10399870.11,7674870.11,13124870.11,149,34.0473310236313,-94.2660901910019,"Sevier","AR",69797.7859731544,17007,611.50526900688
"179",5135,8523837.88,7798837.88,9248837.88,270,36.1146815464539,-91.5150238005981,"Sharp","AR",31569.7699259259,17442,488.696128884302
"180",5137,6965029.63,5715029.63,8215029.63,171,35.8485865365597,-92.2420504604257,"Stone","AR",40731.1674269006,12506,556.935041580042
"181",5139,53743498.25,38368498.25,69118498.25,589,33.1946559774644,-92.7657437722451,"Union","AR",91245.328098472,38682,1389.36710226979
"182",5141,15351795.43,10601795.43,20101795.43,183,35.601257674287,-92.5267230152955,"Van Buren","AR",83889.5925136612,16545,927.881258990632
"183",5143,348901533.9,247776533.9,450026533.9,3898,35.961023017779,-94.2025195887246,"Washington","AR",89507.8332221652,239187,1458.69772980973
"184",5145,68824981.42,52724981.42,84924981.42,1052,35.2646251395899,-91.6589345871833,"White","AR",65422.9861406844,78753,873.934725280307
"185",5147,3718208.65,3193208.65,4243208.65,89,35.1448744064123,-91.2152333282013,"Woodruff","AR",41777.6252808989,6320,588.324153481013
"186",5149,12935474.3,9360474.3,16510474.3,149,34.9709574680061,-93.4889057754763,"Yell","AR",86815.2637583893,21341,606.132528934914
"187",6001,4014366717.8,2677991717.8,5350741717.8,25230,37.6252413924424,-121.735408650364,"Alameda","CA",159110.848902101,1671329,2401.90095295421
"188",6003,1829903,1229903,2429903,7,38.5799888599988,-119.844823015114,"Alpine","CA",261414.714285714,1129,1620.81753764393
"189",6005,26524978.67,21324978.67,31724978.67,406,38.4264881333511,-120.786590585557,"Amador","CA",65332.4597783251,39752,667.261487975448
"190",6007,275932995.62,194532995.62,357332995.62,2403,39.6510200892092,-121.574339214722,"Butte","CA",114828.545826051,219186,1258.89881479657
"191",6009,31586883.88,24486883.88,38686883.88,474,38.1230603030509,-120.681592299279,"Calaveras","CA",66638.9955274262,45905,688.092449188542
"192",6011,53069144.58,35244144.58,70894144.58,262,39.1526403136013,-122.208954208065,"Colusa","CA",202553.986946565,21547,2462.94818675454
"193",6013,1945642812.64,1343267812.64,2548017812.64,15366,37.8878827113334,-121.889828928049,"Contra Costa","CA",126619.993013146,1153526,1686.69177169825
"194",6015,15171033.7,11371033.7,18971033.7,168,41.7901790884683,-123.976903055623,"Del Norte","CA",90303.7720238095,27812,545.485175463829
"195",6017,284965941.03,205465941.03,364465941.03,2848,38.7626362978981,-120.7621487872,"El Dorado","CA",100058.265811095,192843,1477.70954107746
"196",6019,1406708876.85,956808876.85,1856608876.85,10186,37.0412365827724,-119.015307811198,"Fresno","CA",138102.187006676,999101,1407.9746460568
"197",6021,45658533.1,30983533.1,60333533.1,255,39.5921032239166,-122.443278679012,"Glenn","CA",179053.070980392,28393,1608.09118796887
"198",6023,176248650.91,125598650.91,226898650.91,1647,40.4600862087738,-123.995622935989,"Humboldt","CA",107011.931335762,135558,1300.17152001357
